timestamp,sender,receiver,performative,conversationId,content,level
2025-09-04 17:43:08,SYSTEM,SYSTEM,SYSTEM_STARTUP,system,Multi-Agent Booking System started. Log file: conversation_log_20250904_174308.csv,INFO
2025-09-04 17:43:22,GUI,customer,O2A_REQUEST,gui_request_1756982602305,GUI booking request: Batman: The Dark Knight at 10:00 for 1 tickets,INFO
2025-09-04 17:43:22,customer,SYSTEM,STATE_CHANGE,system,State changed from IDLE to REQUESTING_BOOKING,INFO
2025-09-04 17:43:22,customer,provider,BOOKING_REQUEST,movie_booking_1,Direct booking: Batman: The Dark Knight at 10:00 for seats A1,INFO
2025-09-04 17:43:22,GUI,customer,BOOKING_REQUEST,gui_booking_1756982602312,Movie: Batman: The Dark Knight; Time: 10:00; Seats: A1; Class: VIP,INFO
2025-09-04 17:43:22,customer,SYSTEM,STATE_CHANGE,movie_booking_1,State changed from REQUESTING_BOOKING to REQUESTING_BOOKING,INFO
2025-09-04 17:43:22,customer,provider,REQUEST,movie_booking_1,BOOKING:Time=10:00;Seats=A1;Class=VIP,INFO
2025-09-04 17:43:22,customer,provider,REQUEST,movie_booking_1,BOOKING:Time=10:00;Seats=A1;Class=VIP,INFO
2025-09-04 17:43:22,provider,customer,CONFIRM,movie_booking_1,Booking berhasil! Transaction ID: TXN_1; Kursi: ; Waktu: 10,INFO
2025-09-04 17:43:22,provider,customer,CONFIRM,movie_booking_1,Booking berhasil! Transaction ID: TXN_1; Kursi: ; Waktu: 10,INFO
2025-09-04 17:43:22,customer,SYSTEM,STATE_CHANGE,movie_booking_1,State changed from REQUESTING_BOOKING to BOOKING_COMPLETED,INFO
2025-09-04 17:43:22,customer,GUI,CONFIRMATION,movie_booking_1,Sending confirmation to GUI: SUCCESS - Booking berhasil! Transaction ID: TXN_1; Kursi: ; Waktu: 10,INFO
2025-09-04 17:43:27,GUI,customer,BOOKING_SUCCESS,gui_booking_1756982607542,Booking confirmed: Movie: Batman: The Dark Knight; Time: 10:00; Seats: A1; Class: VIP - Booking confirmed! 1 seat(s) booked successfully.,INFO
2025-09-04 17:43:37,GUI,customer,O2A_REQUEST,gui_request_1756982617769,GUI booking request: Top Gun: Maverick at 09:30 for 2 tickets,INFO
2025-09-04 17:43:37,GUI,customer,BOOKING_REQUEST,gui_booking_1756982617769,Movie: Top Gun: Maverick; Time: 09:30; Seats: B1;B3; Class: Regular,INFO
2025-09-04 17:43:37,customer,SYSTEM,STATE_CHANGE,movie_booking_1,State changed from BOOKING_COMPLETED to REQUESTING_BOOKING,INFO
2025-09-04 17:43:37,customer,provider,BOOKING_REQUEST,movie_booking_2,Direct booking: Top Gun: Maverick at 09:30 for seats B1;B2,INFO
2025-09-04 17:43:37,customer,SYSTEM,STATE_CHANGE,movie_booking_2,State changed from REQUESTING_BOOKING to REQUESTING_BOOKING,INFO
2025-09-04 17:43:37,customer,provider,REQUEST,movie_booking_2,BOOKING:Time=09:30;Seats=B1;B2;Class=Regular,INFO
2025-09-04 17:43:37,customer,provider,REQUEST,movie_booking_2,BOOKING:Time=09:30;Seats=B1;B2;Class=Regular,INFO
2025-09-04 17:43:37,provider,customer,CONFIRM,movie_booking_2,Booking berhasil! Transaction ID: TXN_2; Kursi: ; Waktu: 09,INFO
2025-09-04 17:43:37,provider,customer,CONFIRM,movie_booking_2,Booking berhasil! Transaction ID: TXN_2; Kursi: ; Waktu: 09,INFO
2025-09-04 17:43:37,customer,SYSTEM,STATE_CHANGE,movie_booking_2,State changed from REQUESTING_BOOKING to BOOKING_COMPLETED,INFO
2025-09-04 17:43:37,customer,GUI,CONFIRMATION,movie_booking_2,Sending confirmation to GUI: SUCCESS - Booking berhasil! Transaction ID: TXN_2; Kursi: ; Waktu: 09,INFO
2025-09-04 17:43:40,GUI,customer,BOOKING_SUCCESS,gui_booking_1756982620975,Booking confirmed: Movie: Top Gun: Maverick; Time: 09:30; Seats: B1;B3; Class: Regular - Booking confirmed! 2 seat(s) booked successfully.,INFO
